task_text,answer_num,gigachat_completion
"Из одного пункта отправления в противоположном направлении одновременно выехали два автобуса. С какой скоростью ехал первый, если второй ехал со скоростью 25 км/ч и через 1 часов они оказались на расстоянии 98 друг от друга? ",73,"Из одной точки в противоположном направлении одновременно вышли два лося. С какой скоростью двигался первый, если второй двигался со скоростью 25 м/мин и через 1 час они оказались на расстоянии 98 друг от друга?"
"Из одного пункта отправления в противоположном направлении одновременно выехали два автобуса. На каком расстоянии друг от друга они окажутся через 7 часов если первый ехал со скоростью 50 км/ч, а второй ехал со скоростью 68 км/ч? ",826,"Из одной опушки в противоположном направлении одновременно вышли два зайца. На каком расстоянии друг от друга они окажутся через 7 часов, если первый бежал со скоростью 50 м/мин, а второй бежал со скоростью 68 м/мин?"
"Из одного города в противоположном направлении одновременно выехали два автомобиля. Первый ехал со скоростью 50 км/ч, второй со скоростью 23 км/ч, через сколько часов они окажутся на расстоянии 292 друг от друга? ",4,"Из одной опушки в противоположном направлении одновременно вышли два оленя. Первый бежал со скоростью 50 м/минуту, второй со скоростью 23 м/минуту, через сколько минут они окажутся на расстоянии 292 метра друг от друга?"
"Из одного города в противоположном направлении одновременно выехали два автобуса. Первый ехал со скоростью 97 км/ч, второй со скоростью 77 км/ч, через сколько часов они окажутся на расстоянии 348 друг от друга? ",2,"Из одной горы в противоположном направлении одновременно вышли два мула. Первый шел со скоростью 97 шагов в минуту, второй со скоростью 77 шагов в минуту, через сколько минут они окажутся на расстоянии 348 друг от друга?"
"Из двух разных пунктов отправления, расстояние между которыми 78 км, в одинаковом направлении одновременно выехали два автобуса. Первый ехал со скоростью 16 км/ч, второй со скоростью 42 км/ч, через сколько часов первый догонит второго? ",3,"Из двух разных пунктов отправления, расстояние между которыми 78 км, в одинаковом направлении одновременно выехали два автобуса. Первый ехал со скоростью 16 м/минуту, второй со скоростью 42 м/минуту, через сколько минут первый догонит второго?"
"Из одного села в противоположном направлении одновременно выехали два мотоцикла. С какой скоростью ехал первый, если второй ехал со скоростью 57 км/ч и через 4 часов они оказались на расстоянии 568 друг от друга? ",85,"Из одной деревни в противоположном направлении одновременно выехали два мотоцикла. С какой скоростью ехал первый, если второй ехал со скоростью 57 м/минуту и через 4 минуты они оказались на расстоянии 568 друг от друга?"
"Из двух разных деревень, расстояние между которыми 567 км, навстречу друг другу одновременно выехали два автомобиля. С какой скоростью ехал первый, если второй ехал со скоростью 30 км/ч и они встретились через 9 часов? ",33,"Из двух разных лесов, расстояние между которыми 567 метров, навстречу друг другу одновременно вышли два зайца. С какой скоростью бежал первый, если второй бежал со скоростью 30 метров в минуту и они встретились через 9 минут?"
"Из двух разных городов, расстояние между которыми 322 км, в одинаковом направлении одновременно выехали два мотоцикла. С какой скоростью ехал первый, если второй ехал со скоростью 63 км/ч и они встретились через 7 часов? ",17,"Из двух разных лесов, расстояние между которыми 322 метра, в одинаковом направлении одновременно выбежали два зайца. С какой скоростью бежал первый, если второй бежал со скоростью 63 метра в минуту и они встретились через 7 минут?"
"Из одного пункта отправления в противоположном направлении одновременно выехали два мотоцикла. Первый ехал со скоростью 34 км/ч, второй со скоростью 65 км/ч, через сколько часов они окажутся на расстоянии 198 друг от друга? ",2,"Из одной пещеры в противоположном направлении одновременно выбежали два оленя. Первый бежал со скоростью 34 м/мин, второй со скоростью 65 м/мин, через сколько минут они окажутся на расстоянии 198 друг от друга?"
"Из одного города в противоположном направлении одновременно выехали два автомобиля. С какой скоростью ехал первый, если второй ехал со скоростью 36 км/ч и через 6 часов они оказались на расстоянии 756 друг от друга? ",90,"Из одной горы в противоположном направлении одновременно вышли два тигра. С какой скоростью ехал первый, если второй ехал со скоростью 36 м/минуту и через 6 минут они оказались на расстоянии 756 друг от друга?"
"Из двух разных городов, расстояние между которыми 1048 км, навстречу друг другу одновременно выехали два мотоцикла. Первый ехал со скоростью 77 км/ч, второй со скоростью 54 км/ч, через сколько часов они встретятся? ",8,"Из двух разных городов, расстояние между которыми 1048 м, навстречу друг другу одновременно выбежали два зайца. Первый бежал со скоростью 77 м/мин, второй со скоростью 54 м/мин, через сколько минут они встретятся?"
"Из одного пункта отправления в противоположном направлении одновременно выехали два грузовика. С какой скоростью ехал первый, если второй ехал со скоростью 46 км/ч и через 9 часов они оказались на расстоянии 639 друг от друга? ",25,"Из одной точки в противоположном направлении одновременно вышли два медведя. С какой скоростью ехал первый, если второй ехал со скоростью 46 м/минуту и через 9 минут они оказались на расстоянии 639 друг от друга?"
"Из одного села в противоположном направлении одновременно выехали два мотоцикла. Первый ехал со скоростью 72 км/ч, второй со скоростью 87 км/ч, через сколько часов они окажутся на расстоянии 795 друг от друга? ",5,"Из одной пещеры в противоположном направлении одновременно выбежали два зайца. Первый бежал со скоростью 72 м/мин, второй со скоростью 87 м/мин, через сколько минут они окажутся на расстоянии 795 друг от друга?"
"Из двух разных городов навстречу друг другу одновременно выехали два грузовика. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 77 км/ч, второй ехал со скоростью 51 км/ч и они встретились через 7 часов? ",896,"Из двух разных лесов навстречу друг другу одновременно вышли два зайца. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 77 м/мин, второй бежал со скоростью 51 м/мин и они встретились через 7 минут?"
"Из двух разных городов, расстояние между которыми 126 км, в одинаковом направлении одновременно выехали два автомобиля. Первый ехал со скоростью 21 км/ч, второй со скоростью 42 км/ч, через сколько часов первый догонит второго? ",6,"Из двух разных лесов, расстояние между которыми 126 м, в одинаковом направлении одновременно вышли два животных. Первое животное шло со скоростью 21 м/мин, второе животное шло со скоростью 42 м/мин, через сколько минут первое животное догонит второе?"
"Из двух разных городов, расстояние между которыми 608 км, навстречу друг другу одновременно выехали два автомобиля. С какой скоростью ехал первый, если второй ехал со скоростью 32 км/ч и они встретились через 8 часов? ",44,"Из двух разных лесов, расстояние между которыми 608 метров, навстречу друг другу одновременно вышли два зайца. С какой скоростью бежал первый, если второй бежал со скоростью 32 метра в минуту и они встретились через 8 минут?"
"Из двух разных пунктов отправления, расстояние между которыми 846 км, навстречу друг другу одновременно выехали два автомобиля. Первый ехал со скоростью 44 км/ч, второй со скоростью 97 км/ч, через сколько часов они встретятся? ",6,"Из двух разных пунктов отправления, расстояние между которыми 846 км, навстречу друг другу одновременно выехали два оленя. Первый олень бежал со скоростью 44 м/минуту, второй олень бежал со скоростью 97 м/минуту, через сколько минут они встретятся на опушке?"
"Из двух разных деревень навстречу друг другу одновременно выехали два мотоцикла. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 85 км/ч, второй ехал со скоростью 73 км/ч и они встретились через 5 часов? ",790,"Из двух разных лесов навстречу друг другу одновременно вышли два оленя. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 85 м/мин, второй бежал со скоростью 73 м/мин и они встретились через 5 минут?"
"Из двух разных деревень навстречу друг другу одновременно выехали два мотоцикла. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 90 км/ч, второй ехал со скоростью 84 км/ч и они встретились через 3 часов? ",522,"Из двух разных лесов навстречу друг другу одновременно вышли два оленя. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 90 м/мин, второй бежал со скоростью 84 м/мин и они встретились через 3 часа?"
"Из двух разных деревень, расстояние между которыми 164 км, в одинаковом направлении одновременно выехали два мотоцикла. С какой скоростью ехал первый, если второй ехал со скоростью 80 км/ч и они встретились через 4 часов? ",39,"Из двух разных лесов, расстояние между которыми 164 метра, в одинаковом направлении одновременно выбежали два зайца. С какой скоростью бежал первый, если второй бежал со скоростью 80 метров в минуту и они встретились через 4 минуты?"
"Из двух разных городов в одинаковом направлении одновременно выехали два автомобиля. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 45 км/ч, второй ехал со скоростью 83 км/ч и они встретились через 7 часов? ",266,"Из двух разных болот в одинаковом направлении одновременно выбежали два зайца. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 45 м/мин, второй бежал со скоростью 83 м/мин и они встретились через 7 минут?"
"Из двух разных посёлков, расстояние между которыми 24 км, в одинаковом направлении одновременно выехали два автомобиля. Первый ехал со скоростью 13 км/ч, второй со скоростью 25 км/ч, через сколько часов первый догонит второго? ",2,"Из двух разных деревушек, расстояние между которыми 24 км, в одном направлении одновременно вышли два льва. Первый шёл со скоростью 13 м/мин, второй бежал со скоростью 25 м/мин, через сколько минут первый догонит второго?"
"Из одного пункта отправления в противоположном направлении одновременно выехали два грузовика. Первый ехал со скоростью 89 км/ч, второй со скоростью 26 км/ч, через сколько часов они окажутся на расстоянии 805 друг от друга? ",7,"Из одной точки в противоположном направлении одновременно вышли два тигра. Первый шел со скоростью 89 м/мин, второй со скоростью 26 м/мин, через сколько минут они окажутся на расстоянии 805 метров друг от друга?"
"Из двух разных городов в одинаковом направлении одновременно выехали два автобуса. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 49 км/ч, второй ехал со скоростью 78 км/ч и они встретились через 2 часов? ",58,"Из двух разных лесов в одинаковом направлении одновременно вышли два оленя. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 49 м/мин, второй бежал со скоростью 78 м/мин и они встретились через 2 часа?"
"Из двух разных посёлков, расстояние между которыми 1136 км, навстречу друг другу одновременно выехали два мотоцикла. Первый ехал со скоростью 94 км/ч, второй со скоростью 48 км/ч, через сколько часов они встретятся? ",8,"Из двух разных болот, расстояние между которыми 1136 м, навстречу друг другу одновременно вышли два волка. Первый бежал со скоростью 94 шага/мин, второй со скоростью 48 шагов/мин, через сколько минут они встретятся?"
"Из двух разных деревень навстречу друг другу одновременно выехали два автобуса. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 71 км/ч, второй ехал со скоростью 33 км/ч и они встретились через 6 часов? ",624,"Из двух разных саванн навстречу друг другу одновременно вышли два льва. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 71 м/мин, второй бежал со скоростью 33 м/мин и они встретились через 6 минут?"
"Из двух разных городов навстречу друг другу одновременно выехали два грузовика. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 52 км/ч, второй ехал со скоростью 33 км/ч и они встретились через 5 часов? ",425,"Из двух разных лесов навстречу друг другу одновременно вышли два зайца. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 52 м/мин, второй бежал со скоростью 33 м/мин и они встретились через 5 минут?"
"Из двух разных городов, расстояние между которыми 336 км, в одинаковом направлении одновременно выехали два автобуса. Первый ехал со скоростью 37 км/ч, второй со скоростью 85 км/ч, через сколько часов первый догонит второго? ",7,"Из двух разных лесов, расстояние между которыми 336 метров, в одинаковом направлении одновременно вышли два зайца. Первый бежал со скоростью 37 метров в минуту, второй со скоростью 85 метров в минуту, через сколько минут первый догонит второго?"
"Из двух разных городов, расстояние между которыми 732 км, навстречу друг другу одновременно выехали два мотоцикла. Первый ехал со скоростью 97 км/ч, второй со скоростью 86 км/ч, через сколько часов они встретятся? ",4,"Из двух разных лесов, расстояние между которыми 732 метра, навстречу друг другу одновременно выбежали два зайца. Первый бежал со скоростью 97 см/секунду, второй со скоростью 86 см/секунду, через сколько секунд они встретятся?"
"Из одного села в противоположном направлении одновременно выехали два автобуса. Первый ехал со скоростью 81 км/ч, второй со скоростью 56 км/ч, через сколько часов они окажутся на расстоянии 959 друг от друга? ",7,"Из одной опушки в противоположном направлении одновременно вышли два оленя. Первый бежал со скоростью 81 м/минуту, второй со скоростью 56 м/минуту, через сколько минут они окажутся на расстоянии 959 друг от друга?"
"Из двух разных пунктов отправления в одинаковом направлении одновременно выехали два грузовика. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 21 км/ч, второй ехал со скоростью 54 км/ч и они встретились через 8 часов? ",264,"Из двух разных точек в лесу в одном направлении одновременно вышли два льва. Какое расстояние было между ними перед началом движения, если первый шел со скоростью 21 м/мин, второй шел со скоростью 54 м/мин и они встретились через 8 минут?"
"Из одного города в противоположном направлении одновременно выехали два автомобиля. С какой скоростью ехал первый, если второй ехал со скоростью 38 км/ч и через 7 часов они оказались на расстоянии 945 друг от друга? ",97,"Из одной пещеры в противоположном направлении одновременно выбежали два зайца. С какой скоростью бежал первый, если второй бежал со скоростью 38 м/минуту и через 7 минут они оказались на расстоянии 945 друг от друга?"
"Из двух разных посёлков, расстояние между которыми 45 км, в одинаковом направлении одновременно выехали два грузовика. Первый ехал со скоростью 24 км/ч, второй со скоростью 39 км/ч, через сколько часов первый догонит второго? ",3,"Из двух разных болот, расстояние между которыми 45 км, в одинаковом направлении одновременно выбежали два зайца. Первый бежал со скоростью 24 м/мин, второй со скоростью 39 м/мин, через сколько минут первый догонит второго?"
"Из двух разных посёлков, расстояние между которыми 287 км, в одинаковом направлении одновременно выехали два автобуса. Первый ехал со скоростью 49 км/ч, второй со скоростью 90 км/ч, через сколько часов первый догонит второго? ",7,"Из двух разных деревень, расстояние между которыми 287 метров, в одном направлении одновременно вышли два тигра. Первый бежал со скоростью 49 метров в минуту, второй со скоростью 90 метров в минуту, через сколько минут первый догонит второго?"
"Из двух разных деревень, расстояние между которыми 164 км, в одинаковом направлении одновременно выехали два автобуса. С какой скоростью ехал первый, если второй ехал со скоростью 58 км/ч и они встретились через 4 часов? ",17,"Из двух разных лесов, расстояние между которыми 164 метра, в одинаковом направлении одновременно вышли два волка. С какой скоростью бежал первый, если второй бежал со скоростью 58 метров в минуту и они встретились через 4 минуты?"
"Из двух разных посёлков навстречу друг другу одновременно выехали два мотоцикла. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 97 км/ч, второй ехал со скоростью 68 км/ч и они встретились через 9 часов? ",1485,"Из двух разных лесов навстречу друг другу одновременно выбежали два зайца. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 97 м/мин, второй бежал со скоростью 68 м/мин и они встретились через 9 минут?"
"Из одного посёлка в противоположном направлении одновременно выехали два автомобиля. С какой скоростью ехал первый, если второй ехал со скоростью 23 км/ч и через 5 часов они оказались на расстоянии 470 друг от друга? ",71,"Из одной опушки в противоположном направлении одновременно вышли два волка. С какой скоростью бежал первый, если второй бежал со скоростью 23 м/мин и через 5 минут они оказались на расстоянии 470 друг от друга?"
"Из одного города в противоположном направлении одновременно выехали два автобуса. С какой скоростью ехал первый, если второй ехал со скоростью 87 км/ч и через 4 часов они оказались на расстоянии 456 друг от друга? ",27,"Из одной горы в противоположном направлении одновременно вышли два льва. С какой скоростью двигался первый, если второй двигался со скоростью 87 м/минуту и через 4 минуты они оказались на расстоянии 456 метров друг от друга?"
"Из двух разных посёлков в одинаковом направлении одновременно выехали два автомобиля. Какое расстояние было между ними перед началом движения, если первый ехал со скоростью 13 км/ч, второй ехал со скоростью 57 км/ч и они встретились через 7 часов? ",308,"Из двух разных деревень в одном направлении одновременно выехали два зайца. Какое расстояние было между ними перед началом движения, если первый бежал со скоростью 13 м/мин, второй бежал со скоростью 57 м/мин и они встретились через 7 минут?"
"Из двух разных посёлков, расстояние между которыми 138 км, в одинаковом направлении одновременно выехали два грузовика. Первый ехал со скоростью 15 км/ч, второй со скоростью 38 км/ч, через сколько часов первый догонит второго? ",6,"Из двух разных посёлков, расстояние между которыми 138 м, в одинаковом направлении одновременно выбежали два волка. Первый бежал со скоростью 15 м/мин, второй со скоростью 38 м/мин, через сколько минут первый догонит второго?"
